Species,Diet
Myotis bombinus,Carnivore
Myotis brandtii,Carnivore
Myotis bucharensis,Carnivore
Myotis californicus,Carnivore
Myotis capaccinii,Carnivore
Myotis chiloensis,Carnivore
Myotis chinensis,Carnivore
Myotis ciliolabrum,Carnivore
Myotis cobanensis,Carnivore
Myotis csorbai,Carnivore
Myotis dasycneme,Carnivore
Myotis daubentonii,Carnivore
Myotis davidii,Carnivore
Myotis dieteri,Carnivore
Myotis dinellii,Carnivore
Myotis dominicensis,Carnivore
Myotis elegans,Carnivore
Myotis emarginatus,Carnivore
Myotis evotis,Carnivore
Myotis fimbriatus,Carnivore
Myotis findleyi,Carnivore
Myotis formosus,Carnivore
Myotis fortidens,Carnivore
Myotis frater,Carnivore
Myotis gomantongensis,Carnivore
Myotis goudoti,Carnivore
Myotis grisescens,Carnivore
Myotis hajastanicus,Carnivore
Myotis hasseltii,Carnivore
Myotis hermani,Carnivore
Myotis horsfieldii,Carnivore
Myotis ikonnikovi,Carnivore
Myotis insularum,Carnivore
Myotis keaysi,Carnivore
Myotis keenii,Carnivore
Myotis laniger,Carnivore
Myotis leibii,Carnivore
Myotis levis,Carnivore
Myotis longipes,Carnivore
Myotis lucifugus,Carnivore
Myotis macrodactylus,Carnivore
Myotis macropus,Carnivore
Myotis macrotarsus,Carnivore
Myotis martiniquensis,Carnivore
Myotis melanorhinus,Carnivore
Myotis moluccarum,Carnivore
Myotis montivagus,Carnivore
Myotis morrisi,Carnivore
Myotis muricola,Carnivore
Myotis myotis,Carnivore
Myotis mystacinus,Carnivore
Myotis nattereri,Carnivore
Myotis nesopolus,Carnivore
Myotis nigricans,Carnivore
Myotis nipalensis,Carnivore
Myotis occultus,Carnivore
Myotis oreias,Carnivore
Myotis oxyotus,Carnivore
Myotis peninsularis,Carnivore
Myotis pequinius,Carnivore
Myotis pilosus,Carnivore
Myotis planiceps,Carnivore
Myotis pruinosus,Carnivore
Myotis punicus,Carnivore
Myotis ridleyi,Carnivore
Myotis riparius,Carnivore
Myotis rosseti,Carnivore
Myotis ruber,Carnivore
Myotis rufopictus,Carnivore
Myotis schaubi,Carnivore
Myotis scotti,Carnivore
Myotis septentrionalis,Carnivore
Myotis sicarius,Carnivore
Myotis siligorensis,Carnivore
Myotis simus,Carnivore
Myotis sodalis,Carnivore
Myotis stalkeri,Carnivore
Myotis thysanodes,Carnivore
Myotis tricolor,Carnivore
Myotis velifer,Carnivore
Myotis vivesi,Carnivore
Myotis volans,Carnivore
Myotis welwitschii,Carnivore
Myotis yanbarensis,Carnivore
Myotis yumanensis,Carnivore
Nyctalus aviator,Carnivore
Nyctalus azoreum,Carnivore
Nyctalus furvus,Carnivore
Nyctalus lasiopterus,Carnivore
Nyctalus leisleri,Carnivore
Nyctalus montanus,Carnivore
Nyctalus noctula,Carnivore
Nyctalus plancyi,Carnivore
Nycticeinops schlieffeni,Carnivore
Nycticeius aenobarbus,Carnivore
Nycticeius cubanus,Carnivore
Nycticeius humeralis,Carnivore
Nyctophilus arnhemensis,Carnivore
Nyctophilus bifax,Carnivore
Nyctophilus geoffroyi,Carnivore
Nyctophilus gouldi,Carnivore
Nyctophilus heran,Carnivore
Nyctophilus howensis,Carnivore
Nyctophilus microdon,Carnivore
Nyctophilus microtis,Carnivore
Nyctophilus nebulosus,Carnivore
Nyctophilus sherrini,Carnivore
Nyctophilus timoriensis,Carnivore
Nyctophilus walkeri,Carnivore
Otonycteris hemprichii,Carnivore
Pharotis imogene,Carnivore
Philetor brachypterus,Carnivore
Phoniscus aerosa,Carnivore
Phoniscus atrox,Carnivore
Phoniscus jagorii,Carnivore
Phoniscus papuensis,Carnivore
Pipistrellus abramus,Carnivore
Pipistrellus adamsi,Carnivore
Pipistrellus aero,Carnivore
Pipistrellus alaschanicus,Carnivore
Pipistrellus anchietae,Carnivore
Pipistrellus angulatus,Carnivore
Pipistrellus anthonyi,Carnivore
Pipistrellus arabicus,Carnivore
Pipistrellus ariel,Carnivore
Pipistrellus brunneus,Carnivore
Pipistrellus cadornae,Carnivore
Pipistrellus capensis,Carnivore
Pipistrellus ceylonicus,Carnivore
Pipistrellus collinus,Carnivore
Pipistrellus coromandra,Carnivore
Pipistrellus crassulus,Carnivore
Pipistrellus deserti,Carnivore
Pipistrellus eisentrauti,Carnivore
Pipistrellus endoi,Carnivore
Pipistrellus flavescens,Carnivore
Pipistrellus guineensis,Carnivore
Pipistrellus hanaki,Carnivore
Pipistrellus helios,Carnivore
Pipistrellus hesperidus,Carnivore
Pipistrellus hesperus,Carnivore
Pipistrellus imbricatus,Carnivore
Pipistrellus inexspectatus,Carnivore
Pipistrellus javanicus,Carnivore
Pipistrellus joffrei,Carnivore
Pipistrellus kitcheneri,Carnivore
Pipistrellus kuhlii,Carnivore
Pipistrellus lophurus,Carnivore
Pipistrellus macrotis,Carnivore
Pipistrellus maderensis,Carnivore
Pipistrellus melckorum,Carnivore
Pipistrellus minahassae,Carnivore
Pipistrellus murrayi,Carnivore
Pipistrellus musciculus,Carnivore
Pipistrellus nanulus,Carnivore
Pipistrellus nanus,Carnivore
Pipistrellus nathusii,Carnivore
Pipistrellus papuanus,Carnivore
Pipistrellus paterculus,Carnivore
Pipistrellus permixtus,Carnivore
Pipistrellus pipistrellus,Carnivore
Pipistrellus pulveratus,Carnivore
Pipistrellus pygmaeus,Carnivore
Pipistrellus raceyi,Carnivore
Pipistrellus rendalli,Carnivore
Pipistrellus rueppellii,Carnivore
Pipistrellus rusticus,Carnivore
Pipistrellus savii,Carnivore
Pipistrellus somalicus,Carnivore
Pipistrellus stenopterus,Carnivore
Pipistrellus sturdeei,Carnivore
Pipistrellus subflavus,Carnivore
Pipistrellus tenuipinnis,Carnivore
Pipistrellus tenuis,Carnivore
Pipistrellus vordermanni,Carnivore
Pipistrellus wattsi,Carnivore
Pipistrellus westralis,Carnivore
Pipistrellus zuluensis,Carnivore
Plecotus auritus,Carnivore
Plecotus austriacus,Carnivore
Plecotus balensis,Carnivore
Plecotus christii,Carnivore
Plecotus kolombatovici,Carnivore
Plecotus macrobullaris,Carnivore
Plecotus ognevi,Carnivore
Plecotus sacrimontis,Carnivore
Plecotus sardus,Carnivore
Plecotus taivanus,Carnivore
Plecotus teneriffae,Carnivore
Rhogeessa aeneus,Carnivore
Rhogeessa alleni,Carnivore
Rhogeessa genowaysi,Carnivore
Rhogeessa gracilis,Carnivore
Rhogeessa hussoni,Carnivore
Rhogeessa io,Carnivore
Rhogeessa minutilla,Carnivore
Rhogeessa mira,Carnivore
Rhogeessa parvula,Carnivore
Rhogeessa tumida,Carnivore
Scoteanax rueppellii,Carnivore
Scotoecus albofuscus,Carnivore
Scotoecus hirundo,Carnivore
Scotoecus pallidus,Carnivore
Scotomanes ornatus,Carnivore
Scotophilus borbonicus,Carnivore
Scotophilus celebensis,Carnivore
Scotophilus collinus,Carnivore
Scotophilus dinganii,Carnivore
Scotophilus heathii,Carnivore
Scotophilus kuhlii,Carnivore
Scotophilus leucogaster,Carnivore
Scotophilus marovaza,Carnivore
Scotophilus nigrita,Carnivore
Scotophilus nucella,Carnivore
Scotophilus nux,Carnivore
Scotophilus robustus,Carnivore
Scotophilus tandrefana,Carnivore
Scotophilus viridis,Carnivore
Scotorepens balstoni,Carnivore
Scotorepens greyii,Carnivore
Scotorepens orion,Carnivore
Scotorepens sanborni,Carnivore
Scotozous dormeri,Carnivore
Tylonycteris pachypus,Carnivore
Tylonycteris robustula,Carnivore
Vespadelus baverstocki,Carnivore
Vespadelus caurinus,Carnivore
Vespadelus darlingtoni,Carnivore
Vespadelus douglasorum,Carnivore
Vespadelus finlaysoni,Carnivore
Vespadelus pumilus,Carnivore
Vespadelus regulus,Carnivore
Vespadelus troughtoni,Carnivore
Vespadelus vulturnus,Carnivore
Vespertilio murinus,Carnivore
Vespertilio sinensis,Carnivore
Arctictis binturong,Omnivore
Arctogalidia trivirgata,Omnivore
Chrotogale owstoni,Omnivore
Civettictis civetta,Omnivore
Cynogale bennettii,Omnivore
Diplogale hosei,Carnivore
Genetta abyssinica,Carnivore
Genetta angolensis,Carnivore
Genetta bourloni,Carnivore
Genetta cristata,Carnivore
Genetta genetta,Omnivore
Genetta johnstoni,Carnivore
Genetta maculata,Carnivore
Genetta pardina,Carnivore
Genetta piscivora,Carnivore
Genetta poensis,Carnivore
Genetta servalina,Carnivore
Genetta thierryi,Carnivore
Genetta tigrina,Carnivore
Genetta victoriae,Carnivore
Hemigalus derbyanus,Carnivore
Macrogalidia musschenbroekii,Omnivore
Paguma larvata,Omnivore
Paradoxurus hermaphroditus,Omnivore
Paradoxurus jerdoni,Herbivore
Paradoxurus zeylonensis,Omnivore
Poiana leightoni,Omnivore
Poiana richardsonii,Omnivore
Viverra civettina,Omnivore
Viverra megaspila,Omnivore
Viverra tangalunga,Omnivore
Viverra zibetha,Omnivore
Viverricula indica,Omnivore
Lasiorhinus krefftii,Herbivore
Lasiorhinus latifrons,Herbivore
Vombatus ursinus,Herbivore
